date,open,high,low,close,volume
2024-01-09,0.02,1.2,0.02,0.601,341248703.0
2024-01-10,0.6009,0.6729,0.4517,0.648,213943940.6
2024-01-11,0.648,0.7332,0.5901,0.6358,189239654.8
2024-01-12,0.6356,0.6384,0.53,0.5816,69105981.9
2024-01-13,0.5816,0.6576,0.535,0.642,76858911.8
2024-01-14,0.6412,0.95,0.6011,0.8784,259302082.5
2024-01-15,0.8788,1.188,0.828,1.1332,285950719.9
2024-01-16,1.1321,1.2362,0.965,1.0192,202179591.4
2024-01-17,1.0192,1.2329,0.9437,1.1124,193471070.2
2024-01-18,1.1124,1.1511,0.9726,1.0212,163566828.5
2024-01-19,1.0214,1.0331,0.81,0.8501,163527646.9
2024-01-20,0.85,0.8774,0.7717,0.7933,89858710.9
2024-01-21,0.793,0.865,0.7727,0.8067,81346387.6
2024-01-22,0.8067,0.84,0.7361,0.7498,83195450.0
2024-01-23,0.7497,0.7739,0.6613,0.7327,85133866.7
2024-01-24,0.7326,0.7827,0.7127,0.7712,94863681.5
2024-01-25,0.7713,0.7766,0.687,0.7078,64250308.4
2024-01-26,0.7079,0.8415,0.6956,0.8381,102155033.8
2024-01-27,0.8381,0.9274,0.8183,0.8838,112959489.3
2024-01-28,0.8838,0.9134,0.8206,0.832,68358080.5
2024-01-29,0.832,0.8758,0.815,0.8396,69280584.9
2024-01-30,0.8397,0.9034,0.8211,0.8544,76174886.5
2024-01-31,0.8544,0.8693,0.7543,0.7578,83371387.0
2024-02-01,0.7577,0.7877,0.7332,0.7699,43463969.6
2024-02-02,0.7703,0.7979,0.747,0.7812,29872960.4
2024-02-03,0.7812,0.8448,0.7402,0.8314,47450249.9
2024-02-04,0.8313,0.8313,0.7655,0.7693,42141183.4
2024-02-05,0.7693,0.8144,0.75,0.7865,35490752.6
2024-02-06,0.786,0.8657,0.7747,0.8287,59635577.6
2024-02-07,0.8288,0.8879,0.8081,0.8745,39145428.1
2024-02-08,0.8746,0.9017,0.827,0.8283,40123692.2
2024-02-09,0.8284,0.8994,0.8274,0.899,39514141.4
2024-02-10,0.8989,0.9729,0.8912,0.9297,61171992.3
2024-02-11,0.93,1.068,0.9282,0.9986,79186926.7
2024-02-12,0.9986,1.0935,0.95,1.0572,74003437.6
2024-02-13,1.057,1.0847,1.0,1.0225,52234803.9
2024-02-14,1.0223,1.099,1.01,1.0753,43186539.2
2024-02-15,1.0755,1.0931,0.9929,1.0242,41760580.8
2024-02-16,1.0241,1.0593,0.9639,1.0042,32909288.5
2024-02-17,1.0042,1.01,0.92,0.9723,30196686.0
2024-02-18,0.9727,1.2,0.9646,1.1558,99932951.4
2024-02-19,1.1559,1.396,1.1511,1.2837,116280595.9
2024-02-20,1.2836,1.45,1.2039,1.442,89772269.9
2024-02-21,1.4424,1.4679,1.2798,1.3604,79446738.0
2024-02-22,1.3602,1.3619,1.24,1.2936,48215330.5
2024-02-23,1.2936,1.518,1.2881,1.4678,90709250.9
2024-02-24,1.4674,1.4797,1.3492,1.455,41454487.7
2024-02-25,1.4551,1.5995,1.4218,1.5304,52359754.6
2024-02-26,1.5301,1.585,1.4614,1.4974,47716787.2
2024-02-27,1.4975,1.5134,1.3982,1.4245,39624707.3
2024-02-28,1.4244,1.4333,1.144,1.3265,68507409.7
2024-02-29,1.3265,1.4288,1.25,1.2921,47278327.9
2024-03-01,1.2922,1.41,1.2886,1.3978,35290444.1
2024-03-02,1.3976,1.4094,1.32,1.3534,28596678.4
2024-03-03,1.353,1.4,1.205,1.3314,42018303.3
2024-03-04,1.3316,1.3455,1.2188,1.2563,40845211.7
2024-03-05,1.2564,1.3416,1.011,1.1765,60491167.0
2024-03-06,1.1764,1.399,1.153,1.3339,45156563.4
2024-03-07,1.334,1.4935,1.3123,1.4233,52494429.4
2024-03-08,1.4235,1.4549,1.25,1.3476,32835198.3
2024-03-09,1.3476,1.593,1.3433,1.4903,56768525.3
2024-03-10,1.4903,1.5547,1.389,1.4314,39161229.4
2024-03-11,1.4311,1.637,1.3605,1.4908,53625526.2
2024-03-12,1.4907,1.523,1.351,1.4767,35745476.9
2024-03-13,1.4766,1.5016,1.393,1.4191,22205619.6
2024-03-14,1.4195,1.4318,1.2979,1.3866,29426782.8
2024-03-15,1.3869,1.4034,1.1512,1.3152,41381431.4
2024-03-16,1.3157,1.4048,1.1844,1.2293,30544096.9
2024-03-17,1.2292,1.2975,1.1526,1.2796,21857693.8
2024-03-18,1.2798,1.2901,1.1313,1.1548,19496242.5
2024-03-19,1.1547,1.1713,0.998,1.082,35856169.7
2024-03-20,1.0817,1.2409,1.0203,1.2227,25030421.6
2024-03-21,1.2226,1.2824,1.1749,1.2553,18131517.6
2024-03-22,1.2547,1.3349,1.1752,1.2153,18648070.7
2024-03-23,1.2155,1.2349,1.1797,1.1886,9576987.4
2024-03-24,1.188,1.2209,1.1613,1.2108,8096814.6
2024-03-25,1.211,1.2948,1.2028,1.2637,12336903.2
2024-03-26,1.2636,1.351,1.2468,1.2669,16515119.8
2024-03-27,1.2671,1.325,1.2225,1.2524,18260167.8
2024-03-28,1.252,1.2953,1.2197,1.2814,11600910.3
